frame,player_column,dodge_flag,fireball_cols,fireball_ys
902,2,0,4|4|2|3|3|4,512|412|312|212|112|12
903,2,0,4|4|2|3|3|4,516|416|316|216|116|16
904,1,1,4|4|2|3|3|4,520|420|320|220|120|20
905,1,0,4|4|2|3|3|4,524|424|324|224|124|24
906,1,0,4|4|2|3|3|4,528|428|328|228|128|28
907,1,0,4|4|2|3|3|4,532|432|332|232|132|32
908,1,0,4|4|2|3|3|4,536|436|336|236|136|36
909,1,0,4|4|2|3|3|4,540|440|340|240|140|40
910,1,0,4|4|2|3|3|4,544|444|344|244|144|44
911,1,0,4|4|2|3|3|4,548|448|348|248|148|48
912,1,0,4|4|2|3|3|4,552|452|352|252|152|52
913,1,0,4|4|2|3|3|4,556|456|356|256|156|56
914,1,0,4|4|2|3|3|4,560|460|360|260|160|60
915,1,0,4|4|2|3|3|4,564|464|364|264|164|64
916,1,0,4|4|2|3|3|4,568|468|368|268|168|68
917,1,0,4|4|2|3|3|4,572|472|372|272|172|72
918,1,0,4|4|2|3|3|4,576|476|376|276|176|76
919,1,0,4|4|2|3|3|4,580|480|380|280|180|80
920,1,0,4|4|2|3|3|4,584|484|384|284|184|84
921,1,0,4|4|2|3|3|4,588|488|388|288|188|88
922,1,0,4|4|2|3|3|4,592|492|392|292|192|92
923,1,0,4|4|2|3|3|4,596|496|396|296|196|96
924,1,0,4|2|3|3|4,500|400|300|200|100
925,1,0,4|2|3|3|4|3,504|404|304|204|104|4
926,1,0,4|2|3|3|4|3,508|408|308|208|108|8
927,1,0,4|2|3|3|4|3,512|412|312|212|112|12
928,1,0,4|2|3|3|4|3,516|416|316|216|116|16
929,1,0,4|2|3|3|4|3,520|420|320|220|120|20
930,1,0,4|2|3|3|4|3,524|424|324|224|124|24
931,1,0,4|2|3|3|4|3,528|428|328|228|128|28
932,1,0,4|2|3|3|4|3,532|432|332|232|132|32
933,1,0,4|2|3|3|4|3,536|436|336|236|136|36
934,1,0,4|2|3|3|4|3,540|440|340|240|140|40
935,1,0,4|2|3|3|4|3,544|444|344|244|144|44
936,1,0,4|2|3|3|4|3,548|448|348|248|148|48
937,1,0,4|2|3|3|4|3,552|452|352|252|152|52
938,1,0,4|2|3|3|4|3,556|456|356|256|156|56
939,1,0,4|2|3|3|4|3,560|460|360|260|160|60
940,1,0,4|2|3|3|4|3,564|464|364|264|164|64
941,1,0,4|2|3|3|4|3,568|468|368|268|168|68
942,1,0,4|2|3|3|4|3,572|472|372|272|172|72
943,1,0,4|2|3|3|4|3,576|476|376|276|176|76
944,1,0,4|2|3|3|4|3,580|480|380|280|180|80
945,1,0,4|2|3|3|4|3,584|484|384|284|184|84
946,1,0,4|2|3|3|4|3,588|488|388|288|188|88
947,1,0,4|2|3|3|4|3,592|492|392|292|192|92
948,1,0,4|2|3|3|4|3,596|496|396|296|196|96
949,1,0,2|3|3|4|3,500|400|300|200|100
950,1,0,2|3|3|4|3|3,504|404|304|204|104|4
951,1,0,2|3|3|4|3|3,508|408|308|208|108|8
952,1,0,2|3|3|4|3|3,512|412|312|212|112|12
953,1,0,2|3|3|4|3|3,516|416|316|216|116|16
954,1,0,2|3|3|4|3|3,520|420|320|220|120|20
955,1,0,2|3|3|4|3|3,524|424|324|224|124|24
956,1,0,2|3|3|4|3|3,528|428|328|228|128|28
957,1,0,2|3|3|4|3|3,532|432|332|232|132|32
958,1,0,2|3|3|4|3|3,536|436|336|236|136|36
959,1,0,2|3|3|4|3|3,540|440|340|240|140|40
960,1,0,2|3|3|4|3|3,544|444|344|244|144|44
961,1,0,2|3|3|4|3|3,548|448|348|248|148|48
962,1,0,2|3|3|4|3|3,552|452|352|252|152|52
963,1,0,2|3|3|4|3|3,556|456|356|256|156|56
964,1,0,2|3|3|4|3|3,560|460|360|260|160|60
965,1,0,2|3|3|4|3|3,564|464|364|264|164|64
966,1,0,2|3|3|4|3|3,568|468|368|268|168|68
967,1,0,2|3|3|4|3|3,572|472|372|272|172|72
968,1,0,2|3|3|4|3|3,576|476|376|276|176|76
969,1,0,2|3|3|4|3|3,580|480|380|280|180|80
970,1,0,2|3|3|4|3|3,584|484|384|284|184|84
971,1,0,2|3|3|4|3|3,588|488|388|288|188|88
972,1,0,2|3|3|4|3|3,592|492|392|292|192|92
973,1,0,2|3|3|4|3|3,596|496|396|296|196|96
974,1,0,3|3|4|3|3,500|400|300|200|100
975,1,0,3|3|4|3|3|0,504|404|304|204|104|4
976,1,0,3|3|4|3|3|0,508|408|308|208|108|8
977,1,0,3|3|4|3|3|0,512|412|312|212|112|12
978,1,0,3|3|4|3|3|0,516|416|316|216|116|16
979,1,0,3|3|4|3|3|0,520|420|320|220|120|20
980,1,0,3|3|4|3|3|0,524|424|324|224|124|24
981,1,0,3|3|4|3|3|0,528|428|328|228|128|28
982,1,0,3|3|4|3|3|0,532|432|332|232|132|32
983,1,0,3|3|4|3|3|0,536|436|336|236|136|36
984,1,0,3|3|4|3|3|0,540|440|340|240|140|40
985,1,0,3|3|4|3|3|0,544|444|344|244|144|44
986,1,0,3|3|4|3|3|0,548|448|348|248|148|48
987,1,0,3|3|4|3|3|0,552|452|352|252|152|52
988,2,1,3|3|4|3|3|0,556|456|356|256|156|56
989,2,0,3|3|4|3|3|0,560|460|360|260|160|60
990,2,0,3|3|4|3|3|0,564|464|364|264|164|64
991,2,0,3|3|4|3|3|0,568|468|368|268|168|68
992,2,0,3|3|4|3|3|0,572|472|372|272|172|72
993,2,0,3|3|4|3|3|0,576|476|376|276|176|76
994,2,0,3|3|4|3|3|0,580|480|380|280|180|80
995,2,0,3|3|4|3|3|0,584|484|384|284|184|84
996,2,0,3|3|4|3|3|0,588|488|388|288|188|88
997,2,0,3|3|4|3|3|0,592|492|392|292|192|92
998,2,0,3|3|4|3|3|0,596|496|396|296|196|96
999,2,0,3|4|3|3|0,500|400|300|200|100
1000,2,0,3|4|3|3|0|2,504|404|304|204|104|4
1001,2,0,3|4|3|3|0|2,508|408|308|208|108|8
1002,2,0,3|4|3|3|0|2,512|412|312|212|112|12
1003,2,0,3|4|3|3|0|2,516|416|316|216|116|16
1004,2,0,3|4|3|3|0|2,520|420|320|220|120|20
1005,2,0,3|4|3|3|0|2,524|424|324|224|124|24
1006,2,0,3|4|3|3|0|2,528|428|328|228|128|28
1007,2,0,3|4|3|3|0|2,532|432|332|232|132|32
1008,2,0,3|4|3|3|0|2,536|436|336|236|136|36
1009,2,0,3|4|3|3|0|2,540|440|340|240|140|40
1010,2,0,3|4|3|3|0|2,544|444|344|244|144|44
1011,2,0,3|4|3|3|0|2,548|448|348|248|148|48
1012,2,0,3|4|3|3|0|2,552|452|352|252|152|52
1013,2,0,3|4|3|3|0|2,556|456|356|256|156|56
1014,2,0,3|4|3|3|0|2,560|460|360|260|160|60
1015,2,0,3|4|3|3|0|2,564|464|364|264|164|64
1016,2,0,3|4|3|3|0|2,568|468|368|268|168|68
1017,2,0,3|4|3|3|0|2,572|472|372|272|172|72
1018,2,0,3|4|3|3|0|2,576|476|376|276|176|76
1019,2,0,3|4|3|3|0|2,580|480|380|280|180|80
1020,2,0,3|4|3|3|0|2,584|484|384|284|184|84
1021,2,0,3|4|3|3|0|2,588|488|388|288|188|88
1022,2,0,3|4|3|3|0|2,592|492|392|292|192|92
1023,2,0,3|4|3|3|0|2,596|496|396|296|196|96
1024,2,0,4|3|3|0|2,500|400|300|200|100
1025,2,0,4|3|3|0|2|4,504|404|304|204|104|4
1026,2,0,4|3|3|0|2|4,508|408|308|208|108|8
1027,2,0,4|3|3|0|2|4,512|412|312|212|112|12
1028,2,0,4|3|3|0|2|4,516|416|316|216|116|16
1029,2,0,4|3|3|0|2|4,520|420|320|220|120|20
1030,2,0,4|3|3|0|2|4,524|424|324|224|124|24
1031,2,0,4|3|3|0|2|4,528|428|328|228|128|28
1032,2,0,4|3|3|0|2|4,532|432|332|232|132|32
1033,2,0,4|3|3|0|2|4,536|436|336|236|136|36
1034,2,0,4|3|3|0|2|4,540|440|340|240|140|40
1035,2,0,4|3|3|0|2|4,544|444|344|244|144|44
1036,2,0,4|3|3|0|2|4,548|448|348|248|148|48
1037,2,0,4|3|3|0|2|4,552|452|352|252|152|52
1038,2,0,4|3|3|0|2|4,556|456|356|256|156|56
1039,2,0,4|3|3|0|2|4,560|460|360|260|160|60
1040,2,0,4|3|3|0|2|4,564|464|364|264|164|64
1041,2,0,4|3|3|0|2|4,568|468|368|268|168|68
1042,2,0,4|3|3|0|2|4,572|472|372|272|172|72
1043,2,0,4|3|3|0|2|4,576|476|376|276|176|76
1044,2,0,4|3|3|0|2|4,580|480|380|280|180|80
1045,2,0,4|3|3|0|2|4,584|484|384|284|184|84
1046,2,0,4|3|3|0|2|4,588|488|388|288|188|88
1047,2,0,4|3|3|0|2|4,592|492|392|292|192|92
1048,2,0,4|3|3|0|2|4,596|496|396|296|196|96
1049,2,0,3|3|0|2|4,500|400|300|200|100
1050,2,0,3|3|0|2|4|1,504|404|304|204|104|4
1051,2,0,3|3|0|2|4|1,508|408|308|208|108|8
1052,2,0,3|3|0|2|4|1,512|412|312|212|112|12
1053,2,0,3|3|0|2|4|1,516|416|316|216|116|16
1054,2,0,3|3|0|2|4|1,520|420|320|220|120|20
1055,2,0,3|3|0|2|4|1,524|424|324|224|124|24
1056,2,0,3|3|0|2|4|1,528|428|328|228|128|28
1057,2,0,3|3|0|2|4|1,532|432|332|232|132|32
1058,2,0,3|3|0|2|4|1,536|436|336|236|136|36
1059,2,0,3|3|0|2|4|1,540|440|340|240|140|40
1060,1,1,3|3|0|2|4|1,544|444|344|244|144|44
1061,1,0,3|3|0|2|4|1,548|448|348|248|148|48
1062,1,0,3|3|0|2|4|1,552|452|352|252|152|52
1063,1,0,3|3|0|2|4|1,556|456|356|256|156|56
1064,1,0,3|3|0|2|4|1,560|460|360|260|160|60
1065,1,0,3|3|0|2|4|1,564|464|364|264|164|64
1066,1,0,3|3|0|2|4|1,568|468|368|268|168|68
1067,1,0,3|3|0|2|4|1,572|472|372|272|172|72
1068,1,0,3|3|0|2|4|1,576|476|376|276|176|76
1069,1,0,3|3|0|2|4|1,580|480|380|280|180|80
1070,1,0,3|3|0|2|4|1,584|484|384|284|184|84
1071,1,0,3|3|0|2|4|1,588|488|388|288|188|88
1072,1,0,3|3|0|2|4|1,592|492|392|292|192|92
1073,1,0,3|3|0|2|4|1,596|496|396|296|196|96
1074,1,0,3|0|2|4|1,500|400|300|200|100
1075,1,0,3|0|2|4|1|1,504|404|304|204|104|4
1076,1,0,3|0|2|4|1|1,508|408|308|208|108|8
1077,1,0,3|0|2|4|1|1,512|412|312|212|112|12
1078,1,0,3|0|2|4|1|1,516|416|316|216|116|16
1079,1,0,3|0|2|4|1|1,520|420|320|220|120|20
1080,1,0,3|0|2|4|1|1,524|424|324|224|124|24
1081,1,0,3|0|2|4|1|1,528|428|328|228|128|28
1082,1,0,3|0|2|4|1|1,532|432|332|232|132|32
1083,1,0,3|0|2|4|1|1,536|436|336|236|136|36
1084,1,0,3|0|2|4|1|1,540|440|340|240|140|40
1085,1,0,3|0|2|4|1|1,544|444|344|244|144|44
1086,1,0,3|0|2|4|1|1,548|448|348|248|148|48
1087,1,0,3|0|2|4|1|1,552|452|352|252|152|52
1088,1,0,3|0|2|4|1|1,556|456|356|256|156|56
1089,1,0,3|0|2|4|1|1,560|460|360|260|160|60
1090,1,0,3|0|2|4|1|1,564|464|364|264|164|64
1091,1,0,3|0|2|4|1|1,568|468|368|268|168|68
1092,1,0,3|0|2|4|1|1,572|472|372|272|172|72
1093,1,0,3|0|2|4|1|1,576|476|376|276|176|76
1094,1,0,3|0|2|4|1|1,580|480|380|280|180|80
1095,1,0,3|0|2|4|1|1,584|484|384|284|184|84
1096,1,0,3|0|2|4|1|1,588|488|388|288|188|88
1097,1,0,3|0|2|4|1|1,592|492|392|292|192|92
1098,1,0,3|0|2|4|1|1,596|496|396|296|196|96
1099,1,0,0|2|4|1|1,500|400|300|200|100
1100,1,0,0|2|4|1|1|2,504|404|304|204|104|4
1101,1,0,0|2|4|1|1|2,508|408|308|208|108|8
1102,1,0,0|2|4|1|1|2,512|412|312|212|112|12
1103,1,0,0|2|4|1|1|2,516|416|316|216|116|16
1104,1,0,0|2|4|1|1|2,520|420|320|220|120|20
1105,1,0,0|2|4|1|1|2,524|424|324|224|124|24
1106,1,0,0|2|4|1|1|2,528|428|328|228|128|28
1107,1,0,0|2|4|1|1|2,532|432|332|232|132|32
1108,1,0,0|2|4|1|1|2,536|436|336|236|136|36
1109,1,0,0|2|4|1|1|2,540|440|340|240|140|40
1110,1,0,0|2|4|1|1|2,544|444|344|244|144|44
1111,1,0,0|2|4|1|1|2,548|448|348|248|148|48
1112,1,0,0|2|4|1|1|2,552|452|352|252|152|52
1113,1,0,0|2|4|1|1|2,556|456|356|256|156|56
1114,1,0,0|2|4|1|1|2,560|460|360|260|160|60
1115,1,0,0|2|4|1|1|2,564|464|364|264|164|64
1116,1,0,0|2|4|1|1|2,568|468|368|268|168|68
1117,1,0,0|2|4|1|1|2,572|472|372|272|172|72
1118,1,0,0|2|4|1|1|2,576|476|376|276|176|76
1119,1,0,0|2|4|1|1|2,580|480|380|280|180|80
1120,1,0,0|2|4|1|1|2,584|484|384|284|184|84
1121,1,0,0|2|4|1|1|2,588|488|388|288|188|88
1122,1,0,0|2|4|1|1|2,592|492|392|292|192|92
1123,1,0,0|2|4|1|1|2,596|496|396|296|196|96
1124,1,0,2|4|1|1|2,500|400|300|200|100
1125,1,0,2|4|1|1|2|3,504|404|304|204|104|4
1126,1,0,2|4|1|1|2|3,508|408|308|208|108|8
1127,1,0,2|4|1|1|2|3,512|412|312|212|112|12
1128,1,0,2|4|1|1|2|3,516|416|316|216|116|16
1129,1,0,2|4|1|1|2|3,520|420|320|220|120|20
1130,1,0,2|4|1|1|2|3,524|424|324|224|124|24
1131,1,0,2|4|1|1|2|3,528|428|328|228|128|28
1132,1,0,2|4|1|1|2|3,532|432|332|232|132|32
1133,1,0,2|4|1|1|2|3,536|436|336|236|136|36
1134,1,0,2|4|1|1|2|3,540|440|340|240|140|40
1135,1,0,2|4|1|1|2|3,544|444|344|244|144|44
1136,1,0,2|4|1|1|2|3,548|448|348|248|148|48
1137,1,0,2|4|1|1|2|3,552|452|352|252|152|52
1138,1,0,2|4|1|1|2|3,556|456|356|256|156|56
1139,1,0,2|4|1|1|2|3,560|460|360|260|160|60
1140,1,0,2|4|1|1|2|3,564|464|364|264|164|64
1141,1,0,2|4|1|1|2|3,568|468|368|268|168|68
1142,1,0,2|4|1|1|2|3,572|472|372|272|172|72
1143,1,0,2|4|1|1|2|3,576|476|376|276|176|76
1144,1,0,2|4|1|1|2|3,580|480|380|280|180|80
1145,1,0,2|4|1|1|2|3,584|484|384|284|184|84
1146,1,0,2|4|1|1|2|3,588|488|388|288|188|88
1147,1,0,2|4|1|1|2|3,592|492|392|292|192|92
1148,1,0,2|4|1|1|2|3,596|496|396|296|196|96
1149,1,0,4|1|1|2|3,500|400|300|200|100
1150,1,0,4|1|1|2|3|2,504|404|304|204|104|4
1151,1,0,4|1|1|2|3|2,508|408|308|208|108|8
1152,1,0,4|1|1|2|3|2,512|412|312|212|112|12
1153,1,0,4|1|1|2|3|2,516|416|316|216|116|16
1154,1,0,4|1|1|2|3|2,520|420|320|220|120|20
1155,2,1,4|1|1|2|3|2,524|424|324|224|124|24
1156,2,0,4|1|1|2|3|2,528|428|328|228|128|28
1157,2,0,4|1|1|2|3|2,532|432|332|232|132|32
1158,2,0,4|1|1|2|3|2,536|436|336|236|136|36
1159,2,0,4|1|1|2|3|2,540|440|340|240|140|40
1160,2,0,4|1|1|2|3|2,544|444|344|244|144|44
1161,2,0,4|1|1|2|3|2,548|448|348|248|148|48
1162,2,0,4|1|1|2|3|2,552|452|352|252|152|52
1163,2,0,4|1|1|2|3|2,556|456|356|256|156|56
1164,2,0,4|1|1|2|3|2,560|460|360|260|160|60
1165,2,0,4|1|1|2|3|2,564|464|364|264|164|64
1166,2,0,4|1|1|2|3|2,568|468|368|268|168|68
1167,2,0,4|1|1|2|3|2,572|472|372|272|172|72
1168,2,0,4|1|1|2|3|2,576|476|376|276|176|76
1169,2,0,4|1|1|2|3|2,580|480|380|280|180|80
1170,2,0,4|1|1|2|3|2,584|484|384|284|184|84
1171,2,0,4|1|1|2|3|2,588|488|388|288|188|88
1172,2,0,4|1|1|2|3|2,592|492|392|292|192|92
1173,2,0,4|1|1|2|3|2,596|496|396|296|196|96
1174,2,0,1|1|2|3|2,500|400|300|200|100
1175,3,1,1|1|2|3|2|0,504|404|304|204|104|4
1176,3,0,1|1|2|3|2|0,508|408|308|208|108|8
1177,3,0,1|1|2|3|2|0,512|412|312|212|112|12
1178,3,0,1|1|2|3|2|0,516|416|316|216|116|16
1179,3,0,1|1|2|3|2|0,520|420|320|220|120|20
1180,3,0,1|1|2|3|2|0,524|424|324|224|124|24
1181,3,0,1|1|2|3|2|0,528|428|328|228|128|28
1182,3,0,1|1|2|3|2|0,532|432|332|232|132|32
1183,3,0,1|1|2|3|2|0,536|436|336|236|136|36
1184,3,0,1|1|2|3|2|0,540|440|340|240|140|40
1185,3,0,1|1|2|3|2|0,544|444|344|244|144|44
1186,3,0,1|1|2|3|2|0,548|448|348|248|148|48
1187,3,0,1|1|2|3|2|0,552|452|352|252|152|52
1188,3,0,1|1|2|3|2|0,556|456|356|256|156|56
1189,3,0,1|1|2|3|2|0,560|460|360|260|160|60
1190,3,0,1|1|2|3|2|0,564|464|364|264|164|64
1191,3,0,1|1|2|3|2|0,568|468|368|268|168|68
1192,3,0,1|1|2|3|2|0,572|472|372|272|172|72
1193,3,0,1|1|2|3|2|0,576|476|376|276|176|76
1194,3,0,1|1|2|3|2|0,580|480|380|280|180|80
1195,4,1,1|1|2|3|2|0,584|484|384|284|184|84
1196,4,0,1|1|2|3|2|0,588|488|388|288|188|88
1197,4,0,1|1|2|3|2|0,592|492|392|292|192|92
1198,4,0,1|1|2|3|2|0,596|496|396|296|196|96
1199,4,0,1|2|3|2|0,500|400|300|200|100
1200,4,0,1|2|3|2|0|5,504|404|304|204|104|4
1201,4,0,1|2|3|2|0|5,508|408|308|208|108|8
1202,4,0,1|2|3|2|0|5,512|412|312|212|112|12
1203,4,0,1|2|3|2|0|5,516|416|316|216|116|16
1204,4,0,1|2|3|2|0|5,520|420|320|220|120|20
1205,4,0,1|2|3|2|0|5,524|424|324|224|124|24
1206,4,0,1|2|3|2|0|5,528|428|328|228|128|28
1207,4,0,1|2|3|2|0|5,532|432|332|232|132|32
1208,4,0,1|2|3|2|0|5,536|436|336|236|136|36
1209,4,0,1|2|3|2|0|5,540|440|340|240|140|40
1210,4,0,1|2|3|2|0|5,544|444|344|244|144|44
1211,4,0,1|2|3|2|0|5,548|448|348|248|148|48
1212,4,0,1|2|3|2|0|5,552|452|352|252|152|52
1213,4,0,1|2|3|2|0|5,556|456|356|256|156|56
1214,4,0,1|2|3|2|0|5,560|460|360|260|160|60
1215,4,0,1|2|3|2|0|5,564|464|364|264|164|64
1216,4,0,1|2|3|2|0|5,568|468|368|268|168|68
1217,4,0,1|2|3|2|0|5,572|472|372|272|172|72
1218,4,0,1|2|3|2|0|5,576|476|376|276|176|76
1219,4,0,1|2|3|2|0|5,580|480|380|280|180|80
1220,4,0,1|2|3|2|0|5,584|484|384|284|184|84
1221,4,0,1|2|3|2|0|5,588|488|388|288|188|88
1222,4,0,1|2|3|2|0|5,592|492|392|292|192|92
1223,4,0,1|2|3|2|0|5,596|496|396|296|196|96
1224,4,0,2|3|2|0|5,500|400|300|200|100
1225,4,0,2|3|2|0|5|2,504|404|304|204|104|4
1226,4,0,2|3|2|0|5|2,508|408|308|208|108|8
1227,4,0,2|3|2|0|5|2,512|412|312|212|112|12
1228,4,0,2|3|2|0|5|2,516|416|316|216|116|16
1229,4,0,2|3|2|0|5|2,520|420|320|220|120|20
1230,4,0,2|3|2|0|5|2,524|424|324|224|124|24
1231,4,0,2|3|2|0|5|2,528|428|328|228|128|28
1232,4,0,2|3|2|0|5|2,532|432|332|232|132|32
1233,4,0,2|3|2|0|5|2,536|436|336|236|136|36
1234,4,0,2|3|2|0|5|2,540|440|340|240|140|40
1235,4,0,2|3|2|0|5|2,544|444|344|244|144|44
1236,4,0,2|3|2|0|5|2,548|448|348|248|148|48
1237,4,0,2|3|2|0|5|2,552|452|352|252|152|52
1238,4,0,2|3|2|0|5|2,556|456|356|256|156|56
1239,4,0,2|3|2|0|5|2,560|460|360|260|160|60
1240,4,0,2|3|2|0|5|2,564|464|364|264|164|64
1241,4,0,2|3|2|0|5|2,568|468|368|268|168|68
1242,4,0,2|3|2|0|5|2,572|472|372|272|172|72
1243,4,0,2|3|2|0|5|2,576|476|376|276|176|76
1244,4,0,2|3|2|0|5|2,580|480|380|280|180|80
1245,4,0,2|3|2|0|5|2,584|484|384|284|184|84
1246,4,0,2|3|2|0|5|2,588|488|388|288|188|88
1247,4,0,2|3|2|0|5|2,592|492|392|292|192|92
1248,4,0,2|3|2|0|5|2,596|496|396|296|196|96
1249,4,0,3|2|0|5|2,500|400|300|200|100
1250,4,0,3|2|0|5|2|4,504|404|304|204|104|4
1251,4,0,3|2|0|5|2|4,508|408|308|208|108|8
1252,4,0,3|2|0|5|2|4,512|412|312|212|112|12
1253,4,0,3|2|0|5|2|4,516|416|316|216|116|16
1254,4,0,3|2|0|5|2|4,520|420|320|220|120|20
1255,4,0,3|2|0|5|2|4,524|424|324|224|124|24
1256,4,0,3|2|0|5|2|4,528|428|328|228|128|28
1257,4,0,3|2|0|5|2|4,532|432|332|232|132|32
1258,4,0,3|2|0|5|2|4,536|436|336|236|136|36
1259,4,0,3|2|0|5|2|4,540|440|340|240|140|40
1260,4,0,3|2|0|5|2|4,544|444|344|244|144|44
1261,4,0,3|2|0|5|2|4,548|448|348|248|148|48
1262,4,0,3|2|0|5|2|4,552|452|352|252|152|52
1263,4,0,3|2|0|5|2|4,556|456|356|256|156|56
1264,4,0,3|2|0|5|2|4,560|460|360|260|160|60
1265,4,0,3|2|0|5|2|4,564|464|364|264|164|64
1266,4,0,3|2|0|5|2|4,568|468|368|268|168|68
1267,4,0,3|2|0|5|2|4,572|472|372|272|172|72
1268,4,0,3|2|0|5|2|4,576|476|376|276|176|76
1269,4,0,3|2|0|5|2|4,580|480|380|280|180|80
1270,4,0,3|2|0|5|2|4,584|484|384|284|184|84
1271,4,0,3|2|0|5|2|4,588|488|388|288|188|88
1272,4,0,3|2|0|5|2|4,592|492|392|292|192|92
1273,4,0,3|2|0|5|2|4,596|496|396|296|196|96
1274,4,0,2|0|5|2|4,500|400|300|200|100
1275,4,0,2|0|5|2|4|4,504|404|304|204|104|4
1276,4,0,2|0|5|2|4|4,508|408|308|208|108|8
1277,4,0,2|0|5|2|4|4,512|412|312|212|112|12
1278,4,0,2|0|5|2|4|4,516|416|316|216|116|16
1279,4,0,2|0|5|2|4|4,520|420|320|220|120|20
1280,4,0,2|0|5|2|4|4,524|424|324|224|124|24
1281,4,0,2|0|5|2|4|4,528|428|328|228|128|28
1282,4,0,2|0|5|2|4|4,532|432|332|232|132|32
1283,4,0,2|0|5|2|4|4,536|436|336|236|136|36
1284,4,0,2|0|5|2|4|4,540|440|340|240|140|40
1285,4,0,2|0|5|2|4|4,544|444|344|244|144|44
1286,4,0,2|0|5|2|4|4,548|448|348|248|148|48
1287,4,0,2|0|5|2|4|4,552|452|352|252|152|52
1288,4,0,2|0|5|2|4|4,556|456|356|256|156|56
1289,4,0,2|0|5|2|4|4,560|460|360|260|160|60
1290,4,0,2|0|5|2|4|4,564|464|364|264|164|64
1291,4,0,2|0|5|2|4|4,568|468|368|268|168|68
1292,4,0,2|0|5|2|4|4,572|472|372|272|172|72
1293,3,1,2|0|5|2|4|4,576|476|376|276|176|76
1294,3,0,2|0|5|2|4|4,580|480|380|280|180|80
1295,3,0,2|0|5|2|4|4,584|484|384|284|184|84
1296,3,0,2|0|5|2|4|4,588|488|388|288|188|88
1297,3,0,2|0|5|2|4|4,592|492|392|292|192|92
1298,3,0,2|0|5|2|4|4,596|496|396|296|196|96
1299,3,0,0|5|2|4|4,500|400|300|200|100
1300,3,0,0|5|2|4|4|3,504|404|304|204|104|4
1301,3,0,0|5|2|4|4|3,508|408|308|208|108|8
1302,3,0,0|5|2|4|4|3,512|412|312|212|112|12
1303,3,0,0|5|2|4|4|3,516|416|316|216|116|16
1304,3,0,0|5|2|4|4|3,520|420|320|220|120|20
1305,3,0,0|5|2|4|4|3,524|424|324|224|124|24
1306,3,0,0|5|2|4|4|3,528|428|328|228|128|28
1307,3,0,0|5|2|4|4|3,532|432|332|232|132|32
1308,3,0,0|5|2|4|4|3,536|436|336|236|136|36
1309,3,0,0|5|2|4|4|3,540|440|340|240|140|40
1310,3,0,0|5|2|4|4|3,544|444|344|244|144|44
1311,3,0,0|5|2|4|4|3,548|448|348|248|148|48
1312,3,0,0|5|2|4|4|3,552|452|352|252|152|52
1313,3,0,0|5|2|4|4|3,556|456|356|256|156|56
1314,3,0,0|5|2|4|4|3,560|460|360|260|160|60
1315,3,0,0|5|2|4|4|3,564|464|364|264|164|64
1316,3,0,0|5|2|4|4|3,568|468|368|268|168|68
1317,3,0,0|5|2|4|4|3,572|472|372|272|172|72
1318,3,0,0|5|2|4|4|3,576|476|376|276|176|76
1319,3,0,0|5|2|4|4|3,580|480|380|280|180|80
1320,3,0,0|5|2|4|4|3,584|484|384|284|184|84
1321,3,0,0|5|2|4|4|3,588|488|388|288|188|88
1322,3,0,0|5|2|4|4|3,592|492|392|292|192|92
1323,3,0,0|5|2|4|4|3,596|496|396|296|196|96
1324,3,0,5|2|4|4|3,500|400|300|200|100
1325,3,0,5|2|4|4|3|4,504|404|304|204|104|4
1326,3,0,5|2|4|4|3|4,508|408|308|208|108|8
1327,3,0,5|2|4|4|3|4,512|412|312|212|112|12
1328,3,0,5|2|4|4|3|4,516|416|316|216|116|16
1329,3,0,5|2|4|4|3|4,520|420|320|220|120|20
1330,3,0,5|2|4|4|3|4,524|424|324|224|124|24
1331,3,0,5|2|4|4|3|4,528|428|328|228|128|28
1332,3,0,5|2|4|4|3|4,532|432|332|232|132|32
1333,3,0,5|2|4|4|3|4,536|436|336|236|136|36
1334,3,0,5|2|4|4|3|4,540|440|340|240|140|40
1335,3,0,5|2|4|4|3|4,544|444|344|244|144|44
1336,3,0,5|2|4|4|3|4,548|448|348|248|148|48
1337,3,0,5|2|4|4|3|4,552|452|352|252|152|52
1338,3,0,5|2|4|4|3|4,556|456|356|256|156|56
1339,3,0,5|2|4|4|3|4,560|460|360|260|160|60
1340,3,0,5|2|4|4|3|4,564|464|364|264|164|64
1341,3,0,5|2|4|4|3|4,568|468|368|268|168|68
1342,3,0,5|2|4|4|3|4,572|472|372|272|172|72
1343,3,0,5|2|4|4|3|4,576|476|376|276|176|76
1344,3,0,5|2|4|4|3|4,580|480|380|280|180|80
1345,3,0,5|2|4|4|3|4,584|484|384|284|184|84
1346,3,0,5|2|4|4|3|4,588|488|388|288|188|88
1347,3,0,5|2|4|4|3|4,592|492|392|292|192|92
1348,3,0,5|2|4|4|3|4,596|496|396|296|196|96
1349,3,0,2|4|4|3|4,500|400|300|200|100
1350,3,0,2|4|4|3|4|4,504|404|304|204|104|4
1351,3,0,2|4|4|3|4|4,508|408|308|208|108|8
1352,3,0,2|4|4|3|4|4,512|412|312|212|112|12
1353,3,0,2|4|4|3|4|4,516|416|316|216|116|16
1354,3,0,2|4|4|3|4|4,520|420|320|220|120|20
1355,3,0,2|4|4|3|4|4,524|424|324|224|124|24
1356,3,0,2|4|4|3|4|4,528|428|328|228|128|28
1357,3,0,2|4|4|3|4|4,532|432|332|232|132|32
